32,140,18,30,132
1.2437498182051434,0.6525324809078312,0,1.3260486362824964,4.162466129990127
2.1561884195590575,0.8323341786379175,0,3.994897285755483,5.106526492032688
0.7336190831936403,0.2755444410674215,U,2.012632550910769,0.2268031336617266

18,177,32,132,67
0,3.8088800695855833,5.988268512710188,4.162466129990127,3.571726117769468
0,4.694510282651207,7.388008564097905,5.1065285901699875,3.927675237510711
U,0.23251722209305012,0.2337470419732764,0.226803637722837,0.09965745076879863

132,177,32,18,64
4.297917083612059,5.168810112625703,3.564187674275673,0,0.05440314451397543
5.416545312649909,6.393214344813819,4.207498237514925,0,0.19354847413902293
0.2602721753993755,0.23688319081354892,0.18049289825064782,U,2.5576707167965806

10,32,18,30,132
1.9802155367197187,0.8135331952526055,0,1.3260486362824964,3.687876066638916
2.552776555668966,1.718046287852776,0,3.994898073565929,4.354920216398095
0.28914075681766965,1.1118330485817673,U,2.0126331450145023,0.18087488237290866

132,126,32,17,18
5.847633340096439,4.340032108867736,2.59389382768975,1.0365887677497176,0
6.811993202008298,7.210423008281113,3.503046058417057,4.576590545706249,0
0.16491455702247484,0.6613754984781043,0.3504970870519564,3.4150493311261285,U

17,132,67,911,18
1.1436878591928328,4.3590177992624275,2.6742588696300156,0,0
5.205820185245116,5.445632745695136,4.06823312597705,0,0
3.55178407587466,0.24927976816625297,0.5212562897996077,NAN,U

32,18,132,112,1426
4.32172163412349,0,4.5813154112869565,1.0300569083214872,0.7504623988323283
5.673923578048668,0,6.023727168389905,1.2127098694082254,1.6240214551346854
0.3128850162973129,U,0.3148466384893055,0.17732317468204495,1.1640277483076558

18,182,17,132,67
0,0.4284633553102149,1.0263697697243979,4.369282167009961,0.588424060662246
0,1.0386360993417587,4.2856409442616235,5.6578754393158555,0.6855298377562457
U,1.4240955182497887,3.175533097990999,0.2949210472226655,0.16502686342348294

32,17,18,63,126
1.6419024762811534,1.0365887677497176,0,1.2105213379173798,4.534398216046211
2.688806322210454,4.576590532004385,0,3.0513734528178773,7.420063794404458
0.6376163390047976,3.4150493179079033,U,1.5207101744010223,0.6363943881564104

17,32,18,132,67
0.8859286299175233,5.3525054379213675,0,5.808371865205658,2.983302057107222
3.851968474457454,6.375720935584702,0,7.38740458288629,3.2421452358962055
3.347944455543849,0.19116570913017106,U,0.27185461852737675,0.08676398629241461

126,132,18,17,30
4.3978089120485935,5.484701148654181,0,0.7601162332637421,0.5480577477377532
7.825157350107707,6.4105884490525336,0,1.5825686279002078,2.6454868106277036
0.7793309137805584,0.16881271655531208,U,1.0820087226726738,3.827022009172608

18,32,132,106,63
0,4.583013565239354,4.162466129990127,2.696716796343352,0.6326744886619597
0,6.387388133682233,5.108332712055198,3.562024112086156,1.6368072635778925
U,0.3937091921630921,0.22723706392472529,0.3208743746900411,1.5871238573876567

32,17,67,132,18
3.6911396873982465,0.9294232130913681,2.983302057107222,4.162466129990127,0
4.572783120881595,3.4079313572861776,3.2421452077453745,5.106528574312718,0
